user_screen_name,user_description,text,clean_text,type,pollen_phenology,climate_change,belief,sentiment,causation,direction,science
LarryChretien,Director of nonprofit doing business as Mass. Energy and in RI as People's Power & Light.,RT @Mass_Energy: Climate change could cause pollen counts to double by 2040. It's time to switch to clean energy and control asthma. http:/…,Mass Energy Climate change could cause pollen counts to double by It's time to switch to clean energy and control asthma,retweet,,,,,,,
IreneSmith1971,#usa #nfl #beauty #blonde #software #architect,"RT @ClimateReality: #Climate change &amp; your allergies: ""More CO2 in the atmosphere stimulates plant growth &amp; pollen production"" http://t.co/…",ClimateReality Climate change amp your allergies More CO in the atmosphere stimulates plant growth amp pollen production,retweet,,,,,,,
thomaspetter,"Bible teacher, Old Testament Professor, missionary, reverend, lumberjack, husband of 25+years, Marcus' dad","Pollen Study Points to Culprit in Bronze Era Mystery http://t.co/NkOm58DB3P

Climate change a factor in ending LB, but not the only one",Pollen Study Points to Culprit in Bronze Era Mystery Climate change a factor in ending LB but not the only one,organic,,,,,,,
devine_don,"free markets & free people, make govt efficient & effective, army veteran, business leader, RT does not equal agreement, libertarian at heart","Pollen Study Points to Drought as Culprit in Bronze Age Mystery, via @nytimes climate change is constant http://t.co/xeAfmEMyKe",Pollen Study Points to Drought as Culprit in Bronze Age Mystery via climate change is constant,organic,,,,,,,
blakehounshell,"Deputy editor, POLITICO magazine, formerly at Foreign Policy. Mostly international, some politics. RT means it's interesting. bhounshell[at]politico",RT @timoreilly: “Understanding climate is key to understanding history” http://t.co/QynYwzgkqG Pollen studies explain Bronze Age collapse o…,Understanding climate is key to understanding history Pollen studies explain Bronze Age collapse o,retweet,,,,,,,
cablebec,"I manage a university cable television system and future journalists. My dream job is to work with animals again.  Spay/neuter saves lives. Adopt, don't shop.","Pollen, I have NOT missed you. Just when I can breathe again, you show up and remind me of the joys of travel between two climate zones.",Pollen I have NOT missed you Just when I can breathe again you show up and remind me of the joys of travel between two climate zones,organic,,,,,,,
Shelbaay_x3,I love muh Dillykinz :3,So happy it's almost spring and the weather is warming up! But I'm not looking forward to everything covered in pollen 👎🌻,So happy it's almost spring and the weather is warming up But I'm not looking forward to everything covered in pollen,organic,,,,,,,
Sermo,"A physicians-only community putting doctors at the center of medicine. Discuss clinical cases, new research and practice management.  Over 200,000 MDs and DOs.",How global warming affects medicine.  We were surprised with pollen count totals.  http://t.co/GIwhVuIMjm #globalwarming,How global warming affects medicine We were surprised with pollen count totals globalwarming,organic,,,,,,,
churchboi2014,Follow me I entertain!,Spring I'm so glad you graced us with your beautiful presence and warm climate...but see this pollen tho....and... http://t.co/LhE2num8Y0,Spring I'm so glad you graced us with your beautiful presence and warm climate but see this pollen tho and,organic,,,,,,,
Juz_Joshing,19 yr old college freshman at the Houn. I don't remember who I stole my bio from or why.,Washed my truck Sunday and it's completely covered in Pollen two days later. Gotta love Alabama climate.😒😡,Washed my truck Sunday and it's completely covered in Pollen two days later Gotta love Alabama climate,organic,,,,,,,
JAXFirstCoast,Jacksonville's First Social Specific Community News Website for the (904).,RT @theurbancore: If global warming is responsible for this pollen I'm getting a Prius,If global warming is responsible for this pollen I'm getting a Prius,retweet,,,,,,,
Green_Igloo,Green Igloo architects - transforming design into a sustainable reality.,RT @climatehawk1: Prepare 4 the pollen vortex: @TorontoStar http://t.co/bz8VrMlKwo #climate #globalwarming #allergy #health #divest,Prepare the pollen vortex TorontoStar climate globalwarming allergy health divest,retweet,,,,,,,
shainehandel,NA,RT @IrinaGreenVoice: Troublesome news for allergy suffers --&gt; More CO2 = More Pollen http://t.co/0BIph8eHUp http://t.co/a7Ra5ZPZvP #climate…,IrinaGreenVoice Troublesome news for allergy suffers gt More CO More Pollen climate,retweet,,,,,,,
ThatDonnaBrown,"Left-handed, left-minded tweeting | Paintings | Politics | PopCulture | Poetry | #ImCovered #MadMoney #GameofThrones #MadMen #TheGoodWife #OrphanBlack","RT @MotherJones: ""It's going to be a hell of a pollen season."" Why the polar vortex and climate change are to blame: http://t.co/SejCEskcoA",MotherJones It's going to be a hell of a pollen season Why the polar vortex and climate change are to blame,retweet,,,,,,,
NewJerseyNewser,"New Jersey Local and State News, Sports, Politics, and Entertainment. With a mix of National and World Happenings, and a little bit of tongue-in-cheek.","Warming temperatures, high pollen count expected this week http://t.co/RKnAuYV12z",Warming temperatures high pollen count expected this week,organic,,,,,,,
MikeDavis10TV,"I am a meteorologist at WBNS-10TV, Central Ohio's News Leader.",Dry &amp; warming up. Pollen levels remain high. The slight dip tomorrow is due to some AM showers. Join us at noon. http://t.co/a2OAUMRS9R,Dry amp warming up Pollen levels remain high The slight dip tomorrow is due to some AM showers Join us at noon,organic,,,,,,,
estherchenart,I'm an illustrator. I like to paint. I also like narratives where weird things are treated as normal and everyday.,"“I have a white car, which was yellow from the pollen. All right, spruce. This isn't a frat house. Knock it off.” -My climate change teacher",I have a white car which was yellow from the pollen All right spruce This isn't a frat house Knock it off My climate change teacher,organic,,,,,,,
WeatherWes,"Chief Meteorologist @WNCN in Raleigh, NC. I Tweet about Carolina weather & stuff you might need on Jeopardy one day!  I love lamp & Cardinals baseball.",Pretty sure doctor on CBS This Morning just blamed higher pollen levels on global warming. #StillHaveToWashCar,Pretty sure doctor on CBS This Morning just blamed higher pollen levels on global warming StillHaveToWashCar,organic,,,,,,,
dconheels,"Life, Liberty and the Pursuit of Fabulous.",With the warming weather comes pollen from the DMV's budding trees. We have some tips to ease your allergy symptoms. http://t.co/XL6NSIt8wJ,With the warming weather comes pollen from the DMV's budding trees We have some tips to ease your allergy symptoms,organic,,,,,,,
Watchdogsniffer,"Media for Progress at the Grassroots. WP Aggregates, Investigates & Advocates. SEJ Member. WP News Watch at: http://www.wpnewswatch.com",26 Million People in the World Have Asthma - Climate Change is affecting pollen counts/pollen season which aggravates the condition.,Million People in the World Have Asthma Climate Change is affecting pollen counts pollen season which aggravates the condition,organic,,,,,,,
MaryCKenn,"Cash Grains Analyst at DTN. Former wheat, durum, barley trader; corn buyer for Ethanol; MN Twins, Wild & Gopher Hockey & Cubs fan.","Federal report: Warming is disrupting America with weird weather, rising pollen, more costs http://t.co/yezN6fsM69",Federal report Warming is disrupting America with weird weather rising pollen more costs,organic,,,,,,,
j03_2,"Rights Advocate Covering: NatSec,  §215,  §702, EO12333, &  the clash between the oppressed & those who do the oppressing via economic Inequity and austerity",RT @ProPublica: One nugget from the #climate change report: pollen season is expanding. http://t.co/jtovaOjtHn &lt;- More at WaPo http://t.co/…,ProPublica One nugget from the climate change report pollen season is expanding lt More at WaPo,retweet,,,,,,,
ISF_United,Supporting @IS_Foundation by educating youth of the current environmental & animal crises. Personal account @TreeHugginVamp,RT @Alex_Verbeek: You Might Be Allergic to #Climate Change http://t.co/hZxsUWBpZI #allergy #pollen #health http://t.co/P1jPmq3MiR,Alex Verbeek You Might Be Allergic to Climate Change allergy pollen health,retweet,,,,,,,
BlueCedarAngel,#Gitxsan #Aboriginal located on #Musqueam Territory #IdleNoMore #sealfie #mmiw #saysomething against racial economic accepted socio-stratification,RT @rabbleca: Affected by a longer #pollen season? You might be allergic to global warming says @DavidSuzuki http://t.co/6NSLXeMjp6 #climat…,Affected by a longer pollen season You might be allergic to global warming says DavidSuzuki climat,retweet,,,,,,,
femspired,"That which is striking and beautiful is not always good, but that which is good is always beautiful.",RT @Watchdogsniffer: Fracking - Methane - Rising Carbon Dioxide - Global Warming - Climate Change -  Increased Pollen - More Allergies and …,Watchdogsniffer Fracking Methane Rising Carbon Dioxide Global Warming Climate Change Increased Pollen More Allergies and,retweet,,,,,,,
Watchdogsniffer,Media for Progress - Independent Free Press/News and Views Since 2011. SEJ Member. WP News Watch at: http://www.wpnewswatch.com,"Climate Change: ""There's clear evidence that pollen season is lengthening and total pollen is increasing"" ~ George Luber, #CDC",Climate Change There's clear evidence that pollen season is lengthening and total pollen is increasing George Luber CDC,organic,,,,,,,
nanopatents,"Freelance writer, Editor for Before It's News,  Analyst For IRAP, Inc. Blogger .  I cover nanotechnology, science in general,  UFOs and the paranormal and more",How Do Pollen Particles In The Atmosphere Influence Climate? http://t.co/tUEJ7egdC1,How Do Pollen Particles In The Atmosphere Influence Climate,organic,,,,,,,
Hunter_Jon,Tweets most likely to be on energy and environmental policy. Or homebrew.,"New White House report on health impacts of global warming. MN mentions: Lyme disease and ragweed pollen. 
http://t.co/cighGn6z1d",New White House report on health impacts of global warming MN mentions Lyme disease and ragweed pollen,organic,,,,,,,
SustEarth,http://sustainable-earth-adventures.com - Building Sustainable Communities by Traveling Without a Trace,RT @NRDC: Did you know? Ragweed flourishing in warmer #climate &amp; emits pollen up to a month longer some places than 20 yrs ago. http://t.co…,NRDC Did you know Ragweed flourishing in warmer climate amp emits pollen up to a month longer some places than yrs ago,retweet,,,,,,,
Loolabette,I am working on my own menagerie.#twethaus mom. 3DS: 1177-8847-6689.,@Smebble global warming is apparently making allergies a lot worse bc pollen is worse due to the heat,Smebble global warming is apparently making allergies a lot worse bc pollen is worse due to the heat,reply,,,,,,,
crudupeudeans,father of  two daughters.equal pay equal rights never loss hope  #uniteblue,"RT @climatehawk1: #Climate change fueling increase in #pollen, #allergies: @MichiganRadio http://t.co/p4eMgpFDyM #globalwarming #health",Climate change fueling increase in pollen allergies MichiganRadio globalwarming health,retweet,,,,,,,
witfnews,witf's news team keeps you up-to-date on the issues impacting Central Pennsylvania. Count on witf to keep you informed on what's really happening in our region.,"""There's some evidence that in general with global warming and warming temperatures, the pollen seasons are longer."" http://t.co/HFZTWoGRxW",There's some evidence that in general with global warming and warming temperatures the pollen seasons are longer,organic,,,,,,,
ga_tobin,"Anti-social media pioneer. Trophy husband, beloved father and grandfather. So there's that.","@donsurber 

Trees cause climate change. Pollen is rape.
Get your roots out of Our Mother Earth!",Trees cause climate change Pollen is rape Get your roots out of Our Mother Earth,reply,,,,,,,
